TreatmentID	#overlap	#sample	#True	#all	pvalue	-log10.pvalue	Ratio	q value	-log10.qvalue
BRD-K12343256_trametinib_HS578T_3_h_0.12_um	3	51	21	8706	5.80923E-06	5.23588147	0.142857143	0.004309247	2.365598652
BRD-K42635745_Suloctidil_HA1E_24.0_h_10.0_um	2	16	21	8706	6.63928E-06	5.177879322	0.095238095	0.004810477	2.317811857
BRD-K79090631_CGP-60474_LNCAP_3_h_0.37_um	4	119	21	8706	7.49137E-06	5.125438725	0.19047619	0.005118081	2.290892871
BRD-K18190982_COT-10b_SW620_6.0_h_44.4_um	4	120	21	8706	7.80503E-06	5.107625417	0.19047619	0.005118081	2.290892871
BRD-K87909389_F3055_HCC515_6.0_h_10.0_um	4	120	21	8706	7.80503E-06	5.107625417	0.19047619	0.005118081	2.290892871
BRD-K04733502_-666_HT29_6.0_h_10.0_um	2	17	21	8706	8.04947E-06	5.094232526	0.095238095	0.005118081	2.290892871
BRD-K12539581_NOCODAZOLE_VCAP_24.0_h_10.0_um	2	17	21	8706	8.04947E-06	5.094232526	0.095238095	0.005118081	2.290892871
BRD-K76938712_-666_MCF7_6.0_h_10.0_um	2	17	21	8706	8.04947E-06	5.094232526	0.095238095	0.005118081	2.290892871
BRD-A68009927_Daunorubicin hydrochloride_HCC515_24.0_h_10.0_um	5	217	21	8706	8.87807E-06	5.051681431	0.238095238	0.005332013	2.273108825
BRD-K21680192_mitoxantrone_LNCAP_3_h_10_um	3	57	21	8706	9.09659E-06	5.041121255	0.142857143	0.005332013	2.273108825
BRD-K50168500_canertinib_HME1_3_h_0.04_um	3	57	21	8706	9.09659E-06	5.041121255	0.142857143	0.005332013	2.273108825
BRD-K54330070_-666_HT29_6.0_h_10.0_um	3	57	21	8706	9.09659E-06	5.041121255	0.142857143	0.005332013	2.273108825
BRD-K93788137_PF-431396_PC3_24_h_1.11_um	2	18	21	8706	9.64439E-06	5.015725362	0.095238095	0.005332013	2.273108825
BRD-K99107520_felbamate_VCAP_24.0_h_10.0_um	2	18	21	8706	9.64439E-06	5.015725362	0.095238095	0.005332013	2.273108825
BRD-K04623885_BIBR1532_H1299_6.0_h_80.0_um	3	58	21	8706	9.75512E-06	5.010767359	0.142857143	0.005332013	2.273108825
BRD-K67868012_PI-103_HS578T_3_h_1.11_um	3	58	21	8706	9.75512E-06	5.010767359	0.142857143	0.005332013	2.273108825
BRD-K23363278_CYT997_U937_6.0_h_1.0_um	3	60	21	8706	1.1177E-05	4.951675548	0.142857143	0.005840374	2.233559356
BRD-A00420644_-666_VCAP_24.0_h_10.0_um	2	19	21	8706	1.14349E-05	4.941765816	0.095238095	0.005840374	2.233559356
BRD-A80213327_NSC 23766_HCC515_6.0_h_160.0_um	2	19	21	8706	1.14349E-05	4.941765816	0.095238095	0.005840374	2.233559356
BRD-K55487965_NCGC00182364-01_VCAP_24.0_h_10.0_um	2	19	21	8706	1.14349E-05	4.941765816	0.095238095	0.005840374	2.233559356
BRD-K12343256_trametinib_PC3_24_h_10_um	3	61	21	8706	1.19426E-05	4.922900965	0.142857143	0.006001448	2.221743953
BRD-K87737963_CYT387_MDAMB231_3_h_10_um	3	62	21	8706	1.27462E-05	4.894617685	0.142857143	0.006303296	2.200432326
BRD-K08799216_pelitinib_BT20_3_h_10_um	2	20	21	8706	1.3432E-05	4.871858807	0.095238095	0.006414723	2.192822126
BRD-K52075715_OXIBENDAZOLE_VCAP_24.0_h_10.0_um	2	20	21	8706	1.3432E-05	4.871858807	0.095238095	0.006414723	2.192822126
BRD-K17110974_aristolochic acid_HT29_6.0_h_10.0_um	3	63	21	8706	1.35891E-05	4.866809582	0.142857143	0.006414723	2.192822126
BRD-K19220233_JNK-9L_HME1_3_h_0.37_um	3	64	21	8706	1.44723E-05	4.839461312	0.142857143	0.006729582	2.172011943
BRD-K34581968_BMS-536924_PL21_6.0_h_11.1_um	3	65	21	8706	1.53972E-05	4.812558264	0.142857143	0.006989772	2.155537003
BRD-K79131256_albendazole_VCAP_24.0_h_10.0_um	2	21	21	8706	1.56464E-05	4.805586073	0.095238095	0.006989772	2.155537003
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	3	66	21	8706	1.63649E-05	4.786086511	0.142857143	0.006989772	2.155537003
BRD-K19894101_MST- 312_HCC515_24.0_h_11.1_um	3	66	21	8706	1.63649E-05	4.786086511	0.142857143	0.006989772	2.155537003
BRD-A19248578_L5288-1MG_VCAP_6.0_h_10.0_um	1	3	21	8706	1.66016E-05	4.779849369	0.047619048	0.006989772	2.155537003
BRD-A50774520_-666_VCAP_6.0_h_10.0_um	1	3	21	8706	1.66016E-05	4.779849369	0.047619048	0.006989772	2.155537003
BRD-K51443908_-666_PC3_6.0_h_10.0_um	1	3	21	8706	1.66016E-05	4.779849369	0.047619048	0.006989772	2.155537003
BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	3	67	21	8706	1.73767E-05	4.76003277	0.142857143	0.007133814	2.146678224
BRD-A19248578_L5288-1MG_PHH_24.0_h_10.0_um	2	22	21	8706	1.80888E-05	4.74259104	0.095238095	0.007133814	2.146678224
BRD-K57080016_selumetinib_BT20_24_h_0.04_um	2	22	21	8706	1.80888E-05	4.74259104	0.095238095	0.007133814	2.146678224
BRD-K74430258_DCB_VCAP_24.0_h_10.0_um	2	22	21	8706	1.80888E-05	4.74259104	0.095238095	0.007133814	2.146678224
BRD-K91449330_1,2-dimethyl (3R)-3-(4-chlorophenyl)-4-oxo-3-(propan-2-yl)-1,2-diazetidine-1,2-dicarboxylate_HEPG2_6.0_h_10.0_um	2	22	21	8706	1.80888E-05	4.74259104	0.095238095	0.007133814	2.146678224
BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	4	144	21	8706	1.89829E-05	4.721638298	0.19047619	0.007392804	2.131190831
BRD-K74148702_curcumin_SW480_6.0_h_48.0_um	3	69	21	8706	1.95376E-05	4.709129179	0.142857143	0.007515007	2.124070605
BRD-K01877528_TL_HRAS26_NOMO1_6.0_h_10.0_um	3	70	21	8706	2.06892E-05	4.684255645	0.142857143	0.007612931	2.118448124
BRD-A15079084_phorbol-12-myristate-13-acetate (PMA)_A375_24.0_h_10.0_um	2	23	21	8706	2.07698E-05	4.682567238	0.095238095	0.007612931	2.118448124
BRD-K11540476_-666_VCAP_6.0_h_10.0_um	2	23	21	8706	2.07698E-05	4.682567238	0.095238095	0.007612931	2.118448124
BRD-K67844266_MLN4924_SW620_6.0_h_11.1_um	2	23	21	8706	2.07698E-05	4.682567238	0.095238095	0.007612931	2.118448124
BRD-K46056750_AZD-7762_MDAMB231_24_h_10_um	3	71	21	8706	2.18901E-05	4.659752687	0.142857143	0.007833797	2.106027687
BRD-K36363294_I-BET151_HCC515_24_h_0.37_um	3	72	21	8706	2.31414E-05	4.635609712	0.142857143	0.007833797	2.106027687
BRD-A01145011_py 7715_SW948_6.0_h_11.1_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-A34817987_itraconazole_VCAP_6.0_h_10.0_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-A84189516_BACCATIN III_VCAP_24.0_h_10.0_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-K00028814_-666_VCAP_24.0_h_10.0_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-K02407574_Parbendazole_VCAP_24.0_h_0.31_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-K55127335_-666_VCAP_24.0_h_10.0_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-U22633929_XMD11-85H_HEPG2_24_h_10_um	2	24	21	8706	2.37001E-05	4.625249321	0.095238095	0.007833797	2.106027687
BRD-K85853281_-666_HCC515_6.0_h_10.0_um	4	151	21	8706	2.38871E-05	4.621836321	0.19047619	0.007833797	2.106027687
BRD-K01976263_Emetine Dihydrochloride Hydrate (74)_NCIH1836_6.0_h_0.63_um	3	73	21	8706	2.44446E-05	4.611816569	0.142857143	0.007933286	2.100546883
BRD-K24132293_piperlongumine (HPLC)_TYKNU_6.0_h_10.0_um	3	74	21	8706	2.5801E-05	4.588363536	0.142857143	0.008038423	2.094829155
BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	3	74	21	8706	2.5801E-05	4.588363536	0.142857143	0.008038423	2.094829155
BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	3	74	21	8706	2.5801E-05	4.588363536	0.142857143	0.008038423	2.094829155
BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	3	74	21	8706	2.5801E-05	4.588363536	0.142857143	0.008038423	2.094829155
BRD-K09854848_-666_HEPG2_6.0_h_10.0_um	2	25	21	8706	2.68902E-05	4.570406014	0.095238095	0.008133695	2.089712117
BRD-K27440500_NCGC00183243-01_HT29_24.0_h_10.0_um	2	25	21	8706	2.68902E-05	4.570406014	0.095238095	0.008133695	2.089712117
BRD-K41895714_AS605240_HA1E_6.0_h_10.0_um	2	25	21	8706	2.68902E-05	4.570406014	0.095238095	0.008133695	2.089712117
BRD-A60245366_AS-601245_HS578T_3_h_3.33_um	3	76	21	8706	2.86787E-05	4.542440875	0.142857143	0.008222335	2.085004838
BRD-K03736784_-666_NEU_24.0_h_10.0_um	3	76	21	8706	2.86787E-05	4.542440875	0.142857143	0.008222335	2.085004838
BRD-K24132293_piperlongumine (HPLC)_HCT116_6.0_h_10.0_um	3	76	21	8706	2.86787E-05	4.542440875	0.142857143	0.008222335	2.085004838
BRD-A60245366_AS-601245_HS578T_24_h_3.33_um	3	77	21	8706	3.02027E-05	4.519953713	0.142857143	0.008222335	2.085004838
BRD-K16485616_S1122_PHH_24.0_h_10.0_um	3	77	21	8706	3.02027E-05	4.519953713	0.142857143	0.008222335	2.085004838
BRD-K51967704_S1175_VCAP_24.0_h_10.0_um	3	77	21	8706	3.02027E-05	4.519953713	0.142857143	0.008222335	2.085004838
BRD-K64800655_PHA-793887_LNCAP_3_h_10_um	3	77	21	8706	3.02027E-05	4.519953713	0.142857143	0.008222335	2.085004838
BRD-K04146668_GW 441756_HCC515_24.0_h_10.0_um	2	26	21	8706	3.03505E-05	4.517834514	0.095238095	0.008222335	2.085004838
BRD-K07667918_linsitinib_A549_24_h_0.37_um	2	26	21	8706	3.03505E-05	4.517834514	0.095238095	0.008222335	2.085004838
BRD-K58698715_4-Methoxy-2-(4-propoxy-phenyl)-quinazoline BRD-K58698715_MCF7_24.0_h_10.0_um	2	26	21	8706	3.03505E-05	4.517834514	0.095238095	0.008222335	2.085004838
BRD-K93034159_Cladribine_MCF7_24.0_h_10.0_um	2	26	21	8706	3.03505E-05	4.517834514	0.095238095	0.008222335	2.085004838
BRD-K95785537_-666_MCF7_24.0_h_10.0_um	2	26	21	8706	3.03505E-05	4.517834514	0.095238095	0.008222335	2.085004838
BRD-A68009927_-666_HT29_6.0_h_10.0_um	4	160	21	8706	3.15854E-05	4.500513574	0.19047619	0.008297821	2.081035922
BRD-A28105619_curcubitacin I_NCIH508_6.0_h_10.0_um	3	78	21	8706	3.17855E-05	4.497771552	0.142857143	0.008297821	2.081035922
BRD-K13390322_AT-7519_LNCAP_24_h_3.33_um	3	78	21	8706	3.17855E-05	4.497771552	0.142857143	0.008297821	2.081035922
BRD-K19687926_lapatinib_HCC515_24_h_10_um	3	78	21	8706	3.17855E-05	4.497771552	0.142857143	0.008297821	2.081035922
BRD-A68009927_Daunorubicin hydrochloride_PC3_6.0_h_10.0_um	4	161	21	8706	3.25474E-05	4.487483821	0.19047619	0.008297821	2.081035922
BRD-K41859756_-666_VCAP_24.0_h_10.0_um	4	161	21	8706	3.25474E-05	4.487483821	0.19047619	0.008297821	2.081035922
BRD-A26095496_CLOBETASOL PROPIONATE_VCAP_24.0_h_10.0_um	1	4	21	8706	3.31549E-05	4.479451788	0.047619048	0.008297821	2.081035922
BRD-K68336408_tyrphostin-AG-1478_A549_24_h_0.37_um	1	4	21	8706	3.31549E-05	4.479451788	0.047619048	0.008297821	2.081035922
BRD-K95435023_PHA 665752_PC3_24.0_h_10.0_um	1	4	21	8706	3.31549E-05	4.479451788	0.047619048	0.008297821	2.081035922
BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	3	79	21	8706	3.34282E-05	4.475886465	0.142857143	0.008297821	2.081035922
BRD-K08799216_pelitinib_SKBR3_3_h_3.33_um	2	27	21	8706	3.40913E-05	4.467355995	0.095238095	0.008297821	2.081035922
BRD-K41895714_AS-605240_A549_24_h_0.37_um	2	27	21	8706	3.40913E-05	4.467355995	0.095238095	0.008297821	2.081035922
BRD-K98824517_-666_MCF7_6.0_h_10.0_um	2	27	21	8706	3.40913E-05	4.467355995	0.095238095	0.008297821	2.081035922
BRD-A76941896_Doxorubicin hydrochloride_HCC515_6.0_h_10.0_um	4	163	21	8706	3.45397E-05	4.461681097	0.19047619	0.008341938	2.078733068
BRD-K03067624_EMETINE HYDROCHLORIDE_HT29_24.0_h_10.0_um	4	164	21	8706	3.55708E-05	4.448906002	0.19047619	0.008453212	2.072978234
BRD-K38615104_-666_HCC515_6.0_h_10.0_um	4	165	21	8706	3.66257E-05	4.436213704	0.19047619	0.008453212	2.072978234
BRD-K79090631_CGP-60474_MCF7_3_h_3.33_um	4	165	21	8706	3.66257E-05	4.436213704	0.19047619	0.008453212	2.072978234
BRD-K12502280_TG101348_HCT116_6.0_h_11.1_um	3	81	21	8706	3.68997E-05	4.432977316	0.142857143	0.008453212	2.072978234
BRD-K65182930_NVP-AUY922_HS578T_24_h_0.37_um	3	81	21	8706	3.68997E-05	4.432977316	0.142857143	0.008453212	2.072978234
BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	3	81	21	8706	3.68997E-05	4.432977316	0.142857143	0.008453212	2.072978234
BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	3	81	21	8706	3.68997E-05	4.432977316	0.142857143	0.008453212	2.072978234
BRD-A13021932_BMS509744_HEPG2_24_h_3.33_um	2	28	21	8706	3.81231E-05	4.418811967	0.095238095	0.008606812	2.065157709
BRD-K47983010_BX-795_PC3_24_h_10_um	2	28	21	8706	3.81231E-05	4.418811967	0.095238095	0.008606812	2.065157709
BRD-U86922168_-666_NEU_24.0_h_10.0_um	3	82	21	8706	3.87312E-05	4.411938864	0.142857143	0.008681169	2.061421784
BRD-K64642496_-666_NCIH1836_6.0_h_40.0_um	3	83	21	8706	4.06285E-05	4.391168679	0.142857143	0.0088467	2.053218719
BRD-K64890080_BI-2536_LNCAP_24_h_0.37_um	3	83	21	8706	4.06285E-05	4.391168679	0.142857143	0.0088467	2.053218719
BRD-K79239947_PF 573228_HCC515_24_h_10_um	3	83	21	8706	4.06285E-05	4.391168679	0.142857143	0.0088467	2.053218719
BRD-A09062839_Amyleine hydrochloride_A549_6.0_h_10.0_um	2	29	21	8706	4.2456E-05	4.372061303	0.095238095	0.0088467	2.053218719
BRD-K05870596_XMD-1499_HEPG2_24_h_3.33_um	2	29	21	8706	4.2456E-05	4.372061303	0.095238095	0.0088467	2.053218719
BRD-K07667918_linsitinib_MCF10A_3_h_1.11_um	2	29	21	8706	4.2456E-05	4.372061303	0.095238095	0.0088467	2.053218719
BRD-K20514654_-666_VCAP_6.0_h_10.0_um	2	29	21	8706	4.2456E-05	4.372061303	0.095238095	0.0088467	2.053218719
BRD-K85402309_dovitinib_MCF10A_3_h_10_um	2	29	21	8706	4.2456E-05	4.372061303	0.095238095	0.0088467	2.053218719
BRD-K93788137_PF-431396_SKBR3_3_h_1.11_um	2	29	21	8706	4.2456E-05	4.372061303	0.095238095	0.0088467	2.053218719
BRD-K38477985_-666_ASC_24.0_h_10.0_um	3	84	21	8706	4.25932E-05	4.370660216	0.142857143	0.0088467	2.053218719
BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	3	84	21	8706	4.25932E-05	4.370660216	0.142857143	0.0088467	2.053218719
BRD-K06765193_5663823_HEPG2_6.0_h_10.0_um	3	85	21	8706	4.46265E-05	4.350407163	0.142857143	0.009147205	2.038711588
BRD-K12343256_trametinib_MDAMB231_3_h_0.37_um	3	85	21	8706	4.46265E-05	4.350407163	0.142857143	0.009147205	2.038711588
BRD-A52660433_Tetrindole mesylate_A549_24.0_h_10.0_um	2	30	21	8706	4.71001E-05	4.326977788	0.095238095	0.009590998	2.018136218
BRD-A68065211_2-[(chloroacetyl)(3-chlorophenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide_A375_6.0_h_10.0_um	3	87	21	8706	4.89054E-05	4.310643169	0.142857143	0.009655599	2.015220761
BRD-K04010869_PROSTAGLANDIN A1_AGS_6.0_h_1.0_um	3	87	21	8706	4.89054E-05	4.310643169	0.142857143	0.009655599	2.015220761
BRD-K35960502_NICLOSAMIDE_U937_6.0_h_10.0_um	3	87	21	8706	4.89054E-05	4.310643169	0.142857143	0.009655599	2.015220761
BRD-K79090631_CGP-60474_MCF10A_24_h_10_um	3	87	21	8706	4.89054E-05	4.310643169	0.142857143	0.009655599	2.015220761
BRD-K41859756_-666_PL21_6.0_h_10.0_um	3	88	21	8706	5.1154E-05	4.291120693	0.142857143	0.009655599	2.015220761
BRD-K49328571_dasatinib_BT20_24_h_0.37_um	3	88	21	8706	5.1154E-05	4.291120693	0.142857143	0.009655599	2.015220761
BRD-K64890080_BI-2536_HT29_24_h_0.37_um	3	88	21	8706	5.1154E-05	4.291120693	0.142857143	0.009655599	2.015220761
BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	3	88	21	8706	5.1154E-05	4.291120693	0.142857143	0.009655599	2.015220761
BRD-A56592690_PX12_AGS_6.0_h_30.0_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-A68589262_troxipide_VCAP_24.0_h_10.0_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-K07691486_roscovitine_SKBR3_24_h_10_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-K19220233_JNK-9L_LNCAP_24_h_1.11_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-K38625260_-666_A549_6.0_h_10.0_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-K56277358_MGCD-265_HEPG2_24_h_10_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-K95138506_-666_MCF7_24.0_h_10.0_um	2	31	21	8706	5.20657E-05	4.283448093	0.095238095	0.009655599	2.015220761
BRD-A68009927_-666_HEPG2_6.0_h_10.0_um	3	89	21	8706	5.34773E-05	4.271830541	0.142857143	0.009657846	2.015119742
BRD-A35912562_PREGNENOLONE SUCCINATE_VCAP_24.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-A40639672_-666_MCF7_6.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K04623885_BIBR1532_A375_6.0_h_80.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K13087974_D3943_MCF7_6.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K83963101_MLN-8054_A549_24_h_0.37_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K89451433_-666_PC3_6.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K90864987_-666_VCAP_6.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K91623615_ABT-751_A375_6.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K93623501_NCGC00186101-01_VCAP_6.0_h_10.0_um	1	5	21	8706	5.51778E-05	4.258235393	0.047619048	0.009657846	2.015119742
BRD-K33818169_GW 3965 hydrochloride_HCC515_24.0_h_10.0_um	2	32	21	8706	5.73627E-05	4.241370071	0.095238095	0.009873874	2.00551241
BRD-K45542189_-666_HEPG2_6.0_h_10.0_um	2	32	21	8706	5.73627E-05	4.241370071	0.095238095	0.009873874	2.00551241
BRD-K68407802_KIN001-055_HA1E_24_h_10_um	2	32	21	8706	5.73627E-05	4.241370071	0.095238095	0.009873874	2.00551241
BRD-K79090631_CGP-60474_BT20_3_h_10_um	3	91	21	8706	5.83544E-05	4.233926257	0.142857143	0.009989265	2.000466448
BRD-A19500257_geldanamycin_HCC515_24_h_3.33_um	4	183	21	8706	6.01396E-05	4.220839235	0.19047619	0.010238743	1.989753358
BRD-K11911061_-666_ASC_24.0_h_10.0_um	2	33	21	8706	6.30012E-05	4.200651335	0.095238095	0.010276575	1.988151617
BRD-K30836161_NCGC00185094-01_HT29_6.0_h_10.0_um	2	33	21	8706	6.30012E-05	4.200651335	0.095238095	0.010276575	1.988151617
BRD-K31342827_GF-109203X_THP1_6.0_h_12.12_um	2	33	21	8706	6.30012E-05	4.200651335	0.095238095	0.010276575	1.988151617
BRD-K43389698_BMS-387032_SKBR3_3_h_0.12_um	2	33	21	8706	6.30012E-05	4.200651335	0.095238095	0.010276575	1.988151617
BRD-K49669041_BX-912_A375_24_h_3.33_um	2	33	21	8706	6.30012E-05	4.200651335	0.095238095	0.010276575	1.988151617
